N,threads,tempo_sequencial,tempo_concorrente,aceleracao,eficiencia,primos_encontrados
10000,8,0.000944,0.001259,0.749989,0.093749,1229
10000,12,0.000860,0.001392,0.617655,0.051471,1229
10000,12,0.000830,0.001303,0.637128,0.053094,1229
10000,12,0.000813,0.001264,0.642804,0.053567,1229
10000,12,0.000989,0.001239,0.798226,0.066519,1229
10000,12,0.000888,0.001370,0.648256,0.054021,1229
10000,12,0.001061,0.001253,0.846420,0.070535,1229
10000,12,0.000833,0.001251,0.665810,0.055484,1229
10000,12,0.000898,0.001361,0.659569,0.054964,1229
10000,12,0.000792,0.001497,0.529198,0.044100,1229
10000,12,0.000839,0.001432,0.586154,0.048846,1229
10000,12,0.000812,0.001407,0.577010,0.048084,1229
10000,12,0.000887,0.001466,0.604730,0.050394,1229
10000,12,0.000928,0.001442,0.643635,0.053636,1229
10000,12,0.000800,0.001444,0.554345,0.046195,1229
10000,12,0.001134,0.001441,0.787041,0.065587,1229
10000,12,0.000891,0.001244,0.716023,0.059669,1229
10000,12,0.000902,0.001329,0.678881,0.056573,1229
10000,12,0.000870,0.001384,0.628358,0.052363,1229
10000,12,0.000948,0.001441,0.657868,0.054822,1229
10000,12,0.000935,0.001353,0.691071,0.057589,1229
10000,12,0.000939,0.001364,0.688178,0.057348,1229
10000,12,0.000851,0.001318,0.645816,0.053818,1229
10000,12,0.000810,0.001408,0.575238,0.047937,1229
10000,12,0.000774,0.001241,0.623439,0.051953,1229
10000,12,0.000868,0.001326,0.654524,0.054544,1229
10000,12,0.000878,0.001354,0.648290,0.054024,1229
10000,12,0.000895,0.001306,0.685651,0.057138,1229
10000,12,0.000770,0.001332,0.577824,0.048152,1229
10000,12,0.000842,0.001336,0.630525,0.052544,1229
10000,12,0.000941,0.001252,0.751251,0.062604,1229
10000,12,0.000855,0.001303,0.655721,0.054643,1229
10000,12,0.001012,0.001357,0.745815,0.062151,1229
10000,12,0.000837,0.001313,0.637179,0.053098,1229
10000,12,0.000930,0.001324,0.702568,0.058547,1229
10000,12,0.000790,0.001380,0.572357,0.047696,1229
10000,12,0.001098,0.001337,0.821125,0.068427,1229
10000,12,0.000803,0.001422,0.565111,0.047093,1229
10000,12,0.000949,0.001335,0.711329,0.059277,1229
10000,12,0.000839,0.001401,0.599232,0.049936,1229
10000,12,0.000845,0.001239,0.681901,0.056825,1229
10000,12,0.000772,0.001295,0.595911,0.049659,1229
10000,12,0.000856,0.001509,0.567695,0.047308,1229
10000,12,0.000835,0.001331,0.627586,0.052299,1229
10000,12,0.000810,0.001468,0.551983,0.045999,1229
10000,12,0.000768,0.001358,0.565628,0.047136,1229
10000,12,0.000846,0.001350,0.626902,0.052242,1229
10000,12,0.000817,0.001254,0.652141,0.054345,1229
10000,12,0.000785,0.001307,0.600594,0.050050,1229
10000,12,0.000885,0.001262,0.700933,0.058411,1229
10000,12,0.000904,0.001294,0.698555,0.058213,1229
10000,16,0.000873,0.001399,0.624173,0.039011,1229
10000,16,0.000814,0.001365,0.596453,0.037278,1229
10000,16,0.000803,0.001499,0.535573,0.033473,1229
10000,16,0.000879,0.001493,0.588766,0.036798,1229
10000,16,0.000952,0.001346,0.707152,0.044197,1229
10000,16,0.000887,0.001425,0.622131,0.038883,1229
10000,16,0.000920,0.001346,0.683397,0.042712,1229
10000,16,0.000899,0.001409,0.638213,0.039888,1229
10000,16,0.000862,0.001272,0.677244,0.042328,1229
10000,16,0.000828,0.001233,0.671770,0.041986,1229
10000,16,0.000904,0.001182,0.765273,0.047830,1229
10000,16,0.000791,0.001462,0.540857,0.033804,1229
10000,16,0.000873,0.001359,0.642581,0.040161,1229
10000,16,0.000824,0.001305,0.631356,0.039460,1229
10000,16,0.000824,0.001386,0.594272,0.037142,1229
10000,16,0.000968,0.001398,0.692234,0.043265,1229
10000,16,0.000879,0.001393,0.630985,0.039437,1229
10000,16,0.001129,0.001469,0.768608,0.048038,1229
10000,16,0.000806,0.001445,0.558088,0.034881,1229
10000,16,0.000871,0.001453,0.599551,0.037472,1229
10000,16,0.000922,0.001353,0.681189,0.042574,1229
10000,16,0.000855,0.001395,0.612880,0.038305,1229
10000,16,0.000887,0.001512,0.586635,0.036665,1229
10000,16,0.000788,0.001195,0.659187,0.041199,1229
10000,16,0.000867,0.001371,0.632609,0.039538,1229
10000,16,0.000843,0.001353,0.623535,0.038971,1229
10000,16,0.000888,0.001325,0.670021,0.041876,1229
10000,16,0.000934,0.001440,0.648410,0.040526,1229
10000,16,0.000748,0.001444,0.518368,0.032398,1229
10000,16,0.001065,0.001389,0.767169,0.047948,1229
10000,16,0.000818,0.001412,0.579623,0.036226,1229
10000,16,0.000821,0.001496,0.548518,0.034282,1229
10000,16,0.000887,0.001370,0.647536,0.040471,1229
10000,16,0.000812,0.001468,0.552928,0.034558,1229
10000,16,0.000986,0.001336,0.737828,0.046114,1229
10000,16,0.000790,0.001350,0.585511,0.036594,1229
10000,16,0.000857,0.001467,0.584280,0.036518,1229
10000,16,0.000822,0.001453,0.565416,0.035339,1229
10000,16,0.000806,0.001447,0.556719,0.034795,1229
10000,16,0.000804,0.001313,0.612209,0.038263,1229
10000,16,0.000796,0.001322,0.601704,0.037607,1229
10000,16,0.000750,0.001385,0.541741,0.033859,1229
10000,16,0.000943,0.001401,0.673000,0.042062,1229
10000,16,0.000828,0.001320,0.627272,0.039205,1229
10000,16,0.000830,0.001387,0.598791,0.037424,1229
10000,16,0.000830,0.001412,0.587884,0.036743,1229
10000,16,0.000870,0.001569,0.554697,0.034669,1229
10000,16,0.000783,0.001457,0.537247,0.033578,1229
10000,16,0.000847,0.001581,0.535749,0.033484,1229
10000,16,0.000781,0.001338,0.583711,0.036482,1229
100000,1,0.013268,0.012540,1.058032,1.058032,9592
100000,1,0.013820,0.012785,1.080955,1.080955,9592
100000,1,0.012549,0.013136,0.955290,0.955290,9592
100000,1,0.012905,0.012082,1.068153,1.068153,9592
100000,1,0.013264,0.012611,1.051829,1.051829,9592
100000,1,0.012566,0.012722,0.987748,0.987748,9592
100000,1,0.013218,0.013233,0.998872,0.998872,9592
100000,1,0.013948,0.013172,1.058889,1.058889,9592
100000,1,0.013620,0.013720,0.992727,0.992727,9592
100000,1,0.013183,0.013328,0.989109,0.989109,9592
100000,1,0.013553,0.013242,1.023531,1.023531,9592
100000,1,0.014060,0.013372,1.051425,1.051425,9592
100000,1,0.013421,0.013022,1.030626,1.030626,9592
100000,1,0.012687,0.012360,1.026429,1.026429,9592
100000,1,0.012524,0.012659,0.989290,0.989290,9592
100000,1,0.012691,0.013134,0.966291,0.966291,9592
100000,1,0.013609,0.013549,1.004407,1.004407,9592
100000,1,0.013012,0.012812,1.015627,1.015627,9592
100000,1,0.012890,0.013091,0.984638,0.984638,9592
100000,1,0.013543,0.013407,1.010129,1.010129,9592
100000,1,0.013364,0.013130,1.017819,1.017819,9592
100000,1,0.013387,0.013258,1.009702,1.009702,9592
100000,1,0.013319,0.012494,1.066059,1.066059,9592
100000,1,0.012563,0.012537,1.002022,1.002022,9592
100000,1,0.013344,0.012822,1.040731,1.040731,9592
100000,1,0.013469,0.013165,1.023084,1.023084,9592
100000,1,0.013205,0.013017,1.014413,1.014413,9592
100000,1,0.013746,0.012440,1.104928,1.104928,9592
100000,1,0.013030,0.013192,0.987714,0.987714,9592
100000,1,0.012972,0.013045,0.994401,0.994401,9592
100000,1,0.012780,0.012508,1.021724,1.021724,9592
100000,1,0.013549,0.013054,1.037928,1.037928,9592
100000,1,0.012790,0.012995,0.984214,0.984214,9592
100000,1,0.013132,0.012918,1.016537,1.016537,9592
100000,1,0.013729,0.013126,1.045914,1.045914,9592
100000,1,0.013397,0.013381,1.001183,1.001183,9592
100000,1,0.013195,0.013120,1.005692,1.005692,9592
100000,1,0.012948,0.012774,1.013611,1.013611,9592
100000,1,0.012990,0.013514,0.961193,0.961193,9592
100000,1,0.013143,0.013197,0.995891,0.995891,9592
100000,1,0.013472,0.013341,1.009799,1.009799,9592
100000,1,0.013234,0.013271,0.997149,0.997149,9592
100000,1,0.012785,0.013506,0.946614,0.946614,9592
100000,1,0.012973,0.012592,1.030262,1.030262,9592
100000,1,0.013551,0.013593,0.996970,0.996970,9592
100000,1,0.013207,0.015052,0.877410,0.877410,9592
100000,1,0.013325,0.013602,0.979605,0.979605,9592
100000,1,0.013184,0.013461,0.979452,0.979452,9592
100000,1,0.013756,0.013480,1.020481,1.020481,9592
100000,1,0.012937,0.013190,0.980769,0.980769,9592
100000,2,0.013031,0.008976,1.451757,0.725878,9592
100000,2,0.013090,0.008449,1.549198,0.774599,9592
100000,2,0.013701,0.008448,1.621673,0.810837,9592
100000,2,0.013069,0.009000,1.452114,0.726057,9592
100000,2,0.014161,0.008830,1.603725,0.801863,9592
100000,2,0.012634,0.009333,1.353690,0.676845,9592
100000,2,0.013093,0.008832,1.482478,0.741239,9592
100000,2,0.013205,0.008639,1.528517,0.764259,9592
100000,2,0.013397,0.008339,1.606620,0.803310,9592
100000,2,0.012484,0.008889,1.404463,0.702231,9592
100000,2,0.013086,0.009235,1.416957,0.708479,9592
100000,2,0.013495,0.009284,1.453521,0.726760,9592
100000,2,0.013439,0.008533,1.574935,0.787467,9592
100000,2,0.012673,0.008912,1.422144,0.711072,9592
100000,2,0.012992,0.008638,1.504105,0.752053,9592
100000,2,0.013384,0.009022,1.483513,0.741756,9592
100000,2,0.012817,0.008796,1.457198,0.728599,9592
100000,2,0.013194,0.009075,1.453922,0.726961,9592
100000,2,0.013930,0.008664,1.607781,0.803890,9592
100000,2,0.013384,0.008776,1.525117,0.762559,9592
100000,2,0.014149,0.008734,1.620011,0.810005,9592
100000,2,0.012669,0.008549,1.481878,0.740939,9592
100000,2,0.012601,0.008338,1.511257,0.755629,9592
100000,2,0.013794,0.008876,1.554152,0.777076,9592
100000,2,0.014317,0.009063,1.579721,0.789861,9592
100000,2,0.012799,0.008701,1.471035,0.735517,9592
100000,2,0.013955,0.008539,1.634357,0.817178,9592
100000,2,0.012293,0.008876,1.385056,0.692528,9592
100000,2,0.014136,0.008609,1.641865,0.820932,9592
100000,2,0.012609,0.008890,1.418241,0.709121,9592
100000,2,0.012727,0.008806,1.445298,0.722649,9592
100000,2,0.012786,0.009117,1.402429,0.701215,9592
100000,2,0.013730,0.009071,1.513531,0.756765,9592
100000,2,0.013204,0.008815,1.497840,0.748920,9592
100000,2,0.013530,0.008902,1.519750,0.759875,9592
100000,2,0.013175,0.009007,1.462690,0.731345,9592
100000,2,0.013740,0.009451,1.453802,0.726901,9592
100000,2,0.013029,0.009081,1.434722,0.717361,9592
100000,2,0.014312,0.008997,1.590715,0.795358,9592
100000,2,0.013357,0.008856,1.508266,0.754133,9592
100000,2,0.012855,0.008868,1.449637,0.724819,9592
100000,2,0.012889,0.009060,1.422699,0.711349,9592
100000,2,0.013465,0.008734,1.541796,0.770898,9592
100000,2,0.013611,0.008977,1.516215,0.758108,9592
100000,2,0.013671,0.009459,1.445172,0.722586,9592
100000,2,0.013037,0.008694,1.499541,0.749770,9592
100000,2,0.013396,0.008694,1.540751,0.770375,9592
100000,2,0.013172,0.008815,1.494341,0.747171,9592
100000,2,0.013356,0.008631,1.547371,0.773685,9592
100000,2,0.013094,0.009001,1.454655,0.727328,9592
100000,4,0.013163,0.008880,1.482227,0.370557,9592
100000,4,0.012558,0.009136,1.374575,0.343644,9592
100000,4,0.013033,0.009045,1.440854,0.360214,9592
100000,4,0.012953,0.009170,1.412533,0.353133,9592
100000,4,0.013099,0.009453,1.385735,0.346434,9592
100000,4,0.013381,0.009442,1.417247,0.354312,9592
100000,4,0.012594,0.008780,1.434370,0.358592,9592
100000,4,0.013156,0.009282,1.417361,0.354340,9592
100000,4,0.012794,0.009421,1.357935,0.339484,9592
100000,4,0.013395,0.009203,1.455454,0.363864,9592
100000,4,0.012726,0.009029,1.409382,0.352345,9592
100000,4,0.013113,0.009076,1.444806,0.361201,9592
100000,4,0.013521,0.008900,1.519297,0.379824,9592
100000,4,0.013815,0.008990,1.536621,0.384155,9592
100000,4,0.014750,0.009077,1.624966,0.406241,9592
100000,4,0.014425,0.009336,1.545084,0.386271,9592
100000,4,0.013968,0.009102,1.534490,0.383623,9592
100000,4,0.013953,0.009492,1.469911,0.367478,9592
100000,4,0.013434,0.009084,1.478833,0.369708,9592
100000,4,0.012662,0.008802,1.438512,0.359628,9592
100000,4,0.012736,0.010068,1.265026,0.316256,9592
100000,4,0.012557,0.009521,1.318871,0.329718,9592
100000,4,0.013180,0.009455,1.393960,0.348490,9592
100000,4,0.012441,0.009148,1.359987,0.339997,9592
100000,4,0.013243,0.008709,1.520701,0.380175,9592
100000,4,0.013300,0.008986,1.480098,0.370025,9592
100000,4,0.012875,0.008966,1.435929,0.358982,9592
100000,4,0.012701,0.009087,1.397757,0.349439,9592
100000,4,0.012996,0.009324,1.393714,0.348428,9592
100000,4,0.012954,0.009361,1.383811,0.345953,9592
100000,4,0.013131,0.009066,1.448277,0.362069,9592
100000,4,0.013459,0.008698,1.547421,0.386855,9592
100000,4,0.013968,0.008667,1.611768,0.402942,9592
100000,4,0.013140,0.009226,1.424336,0.356084,9592
100000,4,0.013446,0.009171,1.466121,0.366530,9592
100000,4,0.013211,0.009143,1.444938,0.361234,9592
100000,4,0.013382,0.008770,1.525964,0.381491,9592
100000,4,0.012832,0.008568,1.497595,0.374399,9592
100000,4,0.012682,0.009347,1.356726,0.339181,9592
100000,4,0.013336,0.008878,1.502167,0.375542,9592
100000,4,0.012876,0.008958,1.437466,0.359366,9592
100000,4,0.013231,0.009293,1.423739,0.355935,9592
100000,4,0.013814,0.008853,1.560441,0.390110,9592
100000,4,0.013375,0.009477,1.411261,0.352815,9592
100000,4,0.013719,0.009503,1.443627,0.360907,9592
100000,4,0.013511,0.009039,1.494704,0.373676,9592
100000,4,0.013105,0.009008,1.454835,0.363709,9592
100000,4,0.013520,0.009120,1.482520,0.370630,9592
100000,4,0.013461,0.008804,1.528927,0.382232,9592
100000,4,0.013492,0.008612,1.566690,0.391672,9592
100000,8,0.013249,0.011370,1.165319,0.145665,9592
100000,8,0.013593,0.011492,1.182898,0.147862,9592
100000,8,0.013103,0.010795,1.213764,0.151720,9592
100000,8,0.012512,0.011582,1.080250,0.135031,9592
100000,8,0.012867,0.012204,1.054343,0.131793,9592
100000,8,0.013385,0.012059,1.109970,0.138746,9592
100000,8,0.013427,0.011171,1.201949,0.150244,9592
100000,8,0.013071,0.011278,1.158924,0.144865,9592
100000,8,0.012677,0.011369,1.115043,0.139380,9592
100000,8,0.013530,0.011204,1.207616,0.150952,9592
100000,8,0.013124,0.011911,1.101861,0.137733,9592
100000,8,0.013147,0.011605,1.132873,0.141609,9592
100000,8,0.012825,0.011529,1.112395,0.139049,9592
100000,8,0.013784,0.012292,1.121391,0.140174,9592
100000,8,0.013645,0.011839,1.152521,0.144065,9592
100000,8,0.013288,0.011496,1.155965,0.144496,9592
100000,8,0.013027,0.012024,1.083384,0.135423,9592
100000,8,0.013578,0.011438,1.187075,0.148384,9592
100000,8,0.014198,0.011315,1.254793,0.156849,9592
100000,8,0.013399,0.011173,1.199232,0.149904,9592
100000,8,0.013721,0.011291,1.215176,0.151897,9592
100000,8,0.013089,0.010915,1.199134,0.149892,9592
100000,8,0.012660,0.012040,1.051498,0.131437,9592
100000,8,0.013244,0.010800,1.226247,0.153281,9592
100000,8,0.012958,0.011515,1.125271,0.140659,9592
100000,8,0.013524,0.011588,1.167037,0.145880,9592
100000,8,0.012631,0.011426,1.105512,0.138189,9592
100000,8,0.013225,0.011860,1.115047,0.139381,9592
100000,8,0.013346,0.012254,1.089176,0.136147,9592
100000,8,0.012968,0.011802,1.098801,0.137350,9592
100000,8,0.013349,0.011533,1.157504,0.144688,9592
100000,8,0.013026,0.011911,1.093686,0.136711,9592
100000,8,0.013838,0.011606,1.192308,0.149039,9592
100000,8,0.013587,0.010746,1.264330,0.158041,9592
100000,8,0.013304,0.010685,1.245148,0.155643,9592
100000,8,0.013691,0.011410,1.199970,0.149996,9592
100000,8,0.013659,0.011007,1.240920,0.155115,9592
100000,8,0.012467,0.010873,1.146642,0.143330,9592
100000,8,0.013116,0.011657,1.125108,0.140639,9592
100000,8,0.013165,0.011717,1.123613,0.140452,9592
100000,8,0.012989,0.011020,1.178697,0.147337,9592
100000,8,0.013092,0.011346,1.153899,0.144237,9592
100000,8,0.013243,0.011171,1.185471,0.148184,9592
100000,8,0.013203,0.011441,1.154030,0.144254,9592
100000,8,0.013520,0.010728,1.260210,0.157526,9592
100000,8,0.012815,0.010929,1.172535,0.146567,9592
100000,8,0.013065,0.011030,1.184441,0.148055,9592
100000,8,0.013678,0.011864,1.152847,0.144106,9592
100000,8,0.014231,0.011290,1.260498,0.157562,9592
100000,8,0.013561,0.010882,1.246209,0.155776,9592
100000,12,0.013140,0.011948,1.099816,0.091651,9592
100000,12,0.012996,0.011952,1.087341,0.090612,9592
100000,12,0.012750,0.012433,1.025486,0.085457,9592
100000,12,0.013511,0.011966,1.129106,0.094092,9592
100000,12,0.013222,0.011581,1.141765,0.095147,9592
100000,12,0.012901,0.012088,1.067243,0.088937,9592
100000,12,0.012969,0.011925,1.087575,0.090631,9592
100000,12,0.014165,0.012175,1.163444,0.096954,9592
100000,12,0.012643,0.011692,1.081342,0.090112,9592
100000,12,0.013442,0.012041,1.116350,0.093029,9592
100000,12,0.012718,0.012269,1.036554,0.086380,9592
100000,12,0.013377,0.012253,1.091722,0.090977,9592
100000,12,0.013214,0.011680,1.131305,0.094275,9592
100000,12,0.013049,0.012401,1.052205,0.087684,9592
100000,12,0.013111,0.011731,1.117607,0.093134,9592
100000,12,0.013998,0.011969,1.169581,0.097465,9592
100000,12,0.012862,0.012251,1.049879,0.087490,9592
100000,12,0.013374,0.012715,1.051809,0.087651,9592
100000,12,0.013646,0.012241,1.114770,0.092898,9592
100000,12,0.012723,0.011766,1.081290,0.090108,9592
100000,12,0.014497,0.012824,1.130459,0.094205,9592
100000,12,0.013174,0.011582,1.137438,0.094787,9592
100000,12,0.013425,0.012647,1.061469,0.088456,9592
100000,12,0.013115,0.011971,1.095585,0.091299,9592
100000,12,0.012961,0.012054,1.075249,0.089604,9592
100000,12,0.013021,0.012586,1.034594,0.086216,9592
100000,12,0.013816,0.012476,1.107445,0.092287,9592
100000,12,0.013058,0.011958,1.092031,0.091003,9592
100000,12,0.012716,0.012761,0.996478,0.083040,9592
100000,12,0.013392,0.011706,1.144028,0.095336,9592
100000,12,0.013476,0.012161,1.108145,0.092345,9592
100000,12,0.013323,0.012308,1.082452,0.090204,9592
100000,12,0.013449,0.011541,1.165287,0.097107,9592
100000,12,0.013208,0.011682,1.130642,0.094220,9592
100000,12,0.012990,0.012329,1.053614,0.087801,9592
100000,12,0.013082,0.012075,1.083465,0.090289,9592
100000,12,0.013503,0.012627,1.069371,0.089114,9592
100000,12,0.013306,0.011287,1.178931,0.098244,9592
100000,12,0.013473,0.012461,1.081193,0.090099,9592
100000,12,0.013765,0.012042,1.143125,0.095260,9592
100000,12,0.013236,0.011945,1.108054,0.092338,9592
100000,12,0.013992,0.012812,1.092081,0.091007,9592
100000,12,0.013990,0.012044,1.161515,0.096793,9592
100000,12,0.013070,0.012321,1.060833,0.088403,9592
100000,12,0.013807,0.011520,1.198540,0.099878,9592
100000,12,0.012386,0.012486,0.991990,0.082666,9592
100000,12,0.013328,0.011808,1.128696,0.094058,9592
100000,12,0.012572,0.012729,0.987649,0.082304,9592
100000,12,0.012988,0.012749,1.018698,0.084891,9592
100000,12,0.014230,0.012654,1.124610,0.093718,9592
100000,16,0.012940,0.012249,1.056431,0.066027,9592
100000,16,0.014404,0.012139,1.186582,0.074161,9592
100000,16,0.012585,0.012151,1.035725,0.064733,9592
100000,16,0.013348,0.012150,1.098567,0.068660,9592
100000,16,0.012656,0.012741,0.993319,0.062082,9592
100000,16,0.013447,0.011954,1.124896,0.070306,9592
100000,16,0.013310,0.011492,1.158214,0.072388,9592
100000,16,0.012958,0.013193,0.982140,0.061384,9592
100000,16,0.013280,0.012393,1.071573,0.066973,9592
100000,16,0.013226,0.012100,1.093049,0.068316,9592
100000,16,0.014134,0.012290,1.149992,0.071875,9592
100000,16,0.013131,0.011760,1.116598,0.069787,9592
100000,16,0.013207,0.012690,1.040724,0.065045,9592
100000,16,0.012925,0.012898,1.002152,0.062634,9592
100000,16,0.014452,0.012473,1.158619,0.072414,9592
100000,16,0.013256,0.011978,1.106681,0.069168,9592
100000,16,0.012762,0.012461,1.024121,0.064008,9592
100000,16,0.013095,0.012074,1.084584,0.067787,9592
100000,16,0.012970,0.011791,1.100015,0.068751,9592
100000,16,0.014075,0.012770,1.102132,0.068883,9592
100000,16,0.013584,0.012100,1.122590,0.070162,9592
100000,16,0.012660,0.012491,1.013528,0.063346,9592
100000,16,0.013750,0.012387,1.110068,0.069379,9592
100000,16,0.014362,0.012128,1.184153,0.074010,9592
100000,16,0.014299,0.012688,1.126955,0.070435,9592
100000,16,0.012667,0.012108,1.046180,0.065386,9592
100000,16,0.013570,0.012175,1.114552,0.069660,9592
100000,16,0.013207,0.012522,1.054677,0.065917,9592
100000,16,0.012848,0.012249,1.048957,0.065560,9592
100000,16,0.013333,0.012623,1.056293,0.066018,9592
100000,16,0.013211,0.012274,1.076298,0.067269,9592
100000,16,0.013207,0.012431,1.062405,0.066400,9592
100000,16,0.013655,0.012439,1.097779,0.068611,9592
100000,16,0.013054,0.012710,1.027019,0.064189,9592
100000,16,0.013188,0.012143,1.086106,0.067882,9592
100000,16,0.013759,0.012553,1.096026,0.068502,9592
100000,16,0.013371,0.011913,1.122406,0.070150,9592
100000,16,0.012847,0.012455,1.031448,0.064466,9592
100000,16,0.013838,0.012491,1.107854,0.069241,9592
100000,16,0.013524,0.012546,1.078017,0.067376,9592
100000,16,0.013071,0.012781,1.022653,0.063916,9592
100000,16,0.013210,0.012983,1.017455,0.063591,9592
100000,16,0.013171,0.012409,1.061361,0.066335,9592
100000,16,0.012966,0.012044,1.076482,0.067280,9592
100000,16,0.013606,0.013010,1.045804,0.065363,9592
100000,16,0.013656,0.012972,1.052771,0.065798,9592
100000,16,0.012903,0.012459,1.035605,0.064725,9592
100000,16,0.014248,0.011668,1.221096,0.076318,9592
100000,16,0.013313,0.011645,1.143164,0.071448,9592
100000,16,0.012719,0.011489,1.107034,0.069190,9592
1000000,1,0.280858,0.285375,0.984171,0.984171,78498
1000000,1,0.285491,0.280063,1.019381,1.019381,78498
1000000,1,0.280462,0.284806,0.984745,0.984745,78498
1000000,1,0.286928,0.283558,1.011883,1.011883,78498
1000000,1,0.278745,0.286219,0.973888,0.973888,78498
1000000,1,0.285573,0.279565,1.021493,1.021493,78498
1000000,1,0.281737,0.278581,1.011329,1.011329,78498
1000000,1,0.280003,0.281647,0.994166,0.994166,78498
1000000,1,0.282800,0.281377,1.005060,1.005060,78498
1000000,1,0.278261,0.286721,0.970495,0.970495,78498
1000000,1,0.290464,0.284479,1.021036,1.021036,78498
1000000,1,0.292958,0.281916,1.039168,1.039168,78498
1000000,1,0.295829,0.295355,1.001604,1.001604,78498
1000000,1,0.289337,0.289513,0.999391,0.999391,78498
1000000,1,0.290636,0.285575,1.017722,1.017722,78498
1000000,1,0.287578,0.281517,1.021531,1.021531,78498
1000000,1,0.282522,0.281264,1.004470,1.004470,78498
1000000,1,0.281449,0.278936,1.009008,1.009008,78498
1000000,1,0.295426,0.287668,1.026967,1.026967,78498
1000000,1,0.296138,0.284093,1.042398,1.042398,78498
1000000,1,0.286699,0.288732,0.992959,0.992959,78498
1000000,1,0.294990,0.277814,1.061828,1.061828,78498
1000000,1,0.283001,0.282267,1.002600,1.002600,78498
1000000,1,0.283672,0.294543,0.963092,0.963092,78498
1000000,1,0.282048,0.282791,0.997371,0.997371,78498
1000000,1,0.281160,0.282749,0.994379,0.994379,78498
1000000,1,0.281509,0.293525,0.959063,0.959063,78498
1000000,1,0.291717,0.284750,1.024464,1.024464,78498
1000000,1,0.286449,0.297068,0.964256,0.964256,78498
1000000,1,0.279609,0.283086,0.987717,0.987717,78498
1000000,1,0.284758,0.281518,1.011510,1.011510,78498
1000000,1,0.283279,0.283001,1.000983,1.000983,78498
1000000,1,0.283899,0.280405,1.012462,1.012462,78498
1000000,1,0.279040,0.278709,1.001187,1.001187,78498
1000000,1,0.280271,0.280212,1.000211,1.000211,78498
1000000,1,0.281089,0.281996,0.996785,0.996785,78498
1000000,1,0.284816,0.279827,1.017829,1.017829,78498
1000000,1,0.282507,0.282662,0.999449,0.999449,78498
1000000,1,0.283460,0.279181,1.015328,1.015328,78498
1000000,1,0.283253,0.283744,0.998271,0.998271,78498
1000000,1,0.284501,0.279114,1.019302,1.019302,78498
1000000,1,0.286212,0.285380,1.002913,1.002913,78498
1000000,1,0.280136,0.282422,0.991907,0.991907,78498
1000000,1,0.281705,0.281394,1.001106,1.001106,78498
1000000,1,0.282964,0.282500,1.001644,1.001644,78498
1000000,1,0.283882,0.279013,1.017450,1.017450,78498
1000000,1,0.282287,0.281618,1.002376,1.002376,78498
1000000,1,0.284161,0.281255,1.010333,1.010333,78498
1000000,1,0.280753,0.281976,0.995664,0.995664,78498
1000000,1,0.282698,0.284387,0.994060,0.994060,78498
1000000,2,0.281127,0.154531,1.819226,0.909613,78498
1000000,2,0.287164,0.163831,1.752805,0.876403,78498
1000000,2,0.283161,0.152726,1.854042,0.927021,78498
1000000,2,0.284154,0.153239,1.854311,0.927156,78498
1000000,2,0.278398,0.153091,1.818514,0.909257,78498
1000000,2,0.283866,0.159752,1.776923,0.888461,78498
1000000,2,0.289145,0.157674,1.833819,0.916909,78498
1000000,2,0.282576,0.156941,1.800520,0.900260,78498
1000000,2,0.280988,0.153734,1.827755,0.913878,78498
1000000,2,0.280821,0.152652,1.839609,0.919805,78498
1000000,2,0.282656,0.154671,1.827472,0.913736,78498
1000000,2,0.284321,0.151303,1.879150,0.939575,78498
1000000,2,0.282407,0.152095,1.856774,0.928387,78498
1000000,2,0.284466,0.153670,1.851154,0.925577,78498
1000000,2,0.282286,0.156226,1.806906,0.903453,78498
1000000,2,0.282314,0.154580,1.826331,0.913165,78498
1000000,2,0.283759,0.154673,1.834582,0.917291,78498
1000000,2,0.289635,0.154852,1.870394,0.935197,78498
1000000,2,0.282227,0.154750,1.823760,0.911880,78498
1000000,2,0.283453,0.151777,1.867561,0.933781,78498
1000000,2,0.281545,0.156333,1.800937,0.900468,78498
1000000,2,0.283926,0.155490,1.826011,0.913006,78498
1000000,2,0.282190,0.154880,1.821998,0.910999,78498
1000000,2,0.281132,0.153171,1.835420,0.917710,78498
1000000,2,0.281660,0.157460,1.788773,0.894386,78498
1000000,2,0.285097,0.157882,1.805756,0.902878,78498
1000000,2,0.282239,0.151975,1.857140,0.928570,78498
1000000,2,0.282505,0.168394,1.677643,0.838822,78498
1000000,2,0.282641,0.153488,1.841453,0.920726,78498
1000000,2,0.283416,0.154558,1.833718,0.916859,78498
1000000,2,0.281471,0.154978,1.816194,0.908097,78498
1000000,2,0.282312,0.154725,1.824602,0.912301,78498
1000000,2,0.283003,0.155496,1.819998,0.909999,78498
1000000,2,0.283986,0.152187,1.866033,0.933016,78498
1000000,2,0.285363,0.153549,1.858449,0.929224,78498
1000000,2,0.283242,0.152827,1.853356,0.926678,78498
1000000,2,0.282125,0.153634,1.836345,0.918172,78498
1000000,2,0.287361,0.153134,1.876532,0.938266,78498
1000000,2,0.282719,0.153278,1.844487,0.922244,78498
1000000,2,0.280811,0.156746,1.791502,0.895751,78498
1000000,2,0.282632,0.152557,1.852627,0.926314,78498
1000000,2,0.287120,0.154638,1.856727,0.928364,78498
1000000,2,0.281901,0.153519,1.836269,0.918135,78498
1000000,2,0.285442,0.154919,1.842524,0.921262,78498
