N,threads,tempo_sequencial,tempo_concorrente,aceleracao,eficiencia,primos_encontrados
1000000,2,0.284123,0.153717,1.848347,0.924174,78498
1000000,2,0.279201,0.155623,1.794089,0.897044,78498
1000000,2,0.285305,0.154336,1.848590,0.924295,78498
1000000,2,0.282055,0.155579,1.812939,0.906470,78498
1000000,2,0.282150,0.152639,1.848481,0.924240,78498
1000000,2,0.281487,0.154174,1.825775,0.912887,78498
1000000,4,0.281392,0.106722,2.636685,0.659171,78498
1000000,4,0.282036,0.099457,2.835753,0.708938,78498
1000000,4,0.283418,0.099171,2.857859,0.714465,78498
1000000,4,0.283102,0.100414,2.819356,0.704839,78498
1000000,4,0.281111,0.098145,2.864252,0.716063,78498
1000000,4,0.281852,0.104335,2.701425,0.675356,78498
1000000,4,0.281266,0.097118,2.896121,0.724030,78498
1000000,4,0.283569,0.102916,2.755344,0.688836,78498
1000000,4,0.282888,0.096281,2.938158,0.734540,78498
1000000,4,0.286784,0.102279,2.803935,0.700984,78498
1000000,4,0.289149,0.099432,2.908018,0.727005,78498
1000000,4,0.286150,0.097801,2.925841,0.731460,78498
1000000,4,0.284329,0.104206,2.728534,0.682134,78498
1000000,4,0.288373,0.099571,2.896149,0.724037,78498
1000000,4,0.287781,0.104242,2.760697,0.690174,78498
1000000,4,0.283388,0.102456,2.765946,0.691486,78498
1000000,4,0.288067,0.097451,2.956016,0.739004,78498
1000000,4,0.281998,0.100477,2.806595,0.701649,78498
1000000,4,0.285735,0.097744,2.923294,0.730823,78498
1000000,4,0.287930,0.102575,2.807021,0.701755,78498
1000000,4,0.284954,0.097958,2.908944,0.727236,78498
1000000,4,0.289917,0.101234,2.863823,0.715956,78498
1000000,4,0.284867,0.098010,2.906519,0.726630,78498
1000000,4,0.283079,0.100739,2.810014,0.702503,78498
1000000,4,0.283059,0.100761,2.809210,0.702302,78498
1000000,4,0.280752,0.097233,2.887425,0.721856,78498
1000000,4,0.279664,0.098752,2.831980,0.707995,78498
1000000,4,0.292053,0.099650,2.930782,0.732695,78498
1000000,4,0.290452,0.102656,2.829384,0.707346,78498
1000000,4,0.284823,0.100606,2.831088,0.707772,78498
1000000,4,0.282370,0.098368,2.870545,0.717636,78498
1000000,4,0.283387,0.099784,2.840006,0.710002,78498
1000000,4,0.291963,0.102609,2.845378,0.711345,78498
1000000,4,0.281273,0.100353,2.802830,0.700708,78498
1000000,4,0.282112,0.103603,2.723022,0.680755,78498
1000000,4,0.282006,0.102106,2.761893,0.690473,78498
1000000,4,0.283248,0.100751,2.811364,0.702841,78498
1000000,4,0.280021,0.098925,2.830628,0.707657,78498
1000000,4,0.283569,0.098972,2.865156,0.716289,78498
1000000,4,0.283915,0.102980,2.756987,0.689247,78498
1000000,4,0.280517,0.102113,2.747139,0.686785,78498
1000000,4,0.281233,0.100525,2.797637,0.699409,78498
1000000,4,0.282590,0.097095,2.910459,0.727615,78498
1000000,4,0.284653,0.095652,2.975915,0.743979,78498
1000000,4,0.285724,0.098275,2.907409,0.726852,78498
1000000,4,0.280186,0.098282,2.850845,0.712711,78498
1000000,4,0.280439,0.099956,2.805632,0.701408,78498
1000000,4,0.280953,0.096841,2.901182,0.725295,78498
1000000,4,0.283188,0.101279,2.796129,0.699032,78498
1000000,4,0.285447,0.113429,2.516520,0.629130,78498
1000000,8,0.293429,0.100730,2.913020,0.364128,78498
1000000,8,0.290999,0.100478,2.896163,0.362020,78498
1000000,8,0.286645,0.102177,2.805381,0.350673,78498
1000000,8,0.281769,0.110114,2.558871,0.319859,78498
1000000,8,0.288573,0.101333,2.847779,0.355972,78498
1000000,8,0.289010,0.105326,2.743947,0.342993,78498
1000000,8,0.283275,0.105540,2.684043,0.335505,78498
1000000,8,0.289487,0.107852,2.684105,0.335513,78498
1000000,8,0.280569,0.104892,2.674841,0.334355,78498
1000000,8,0.281707,0.102516,2.747932,0.343492,78498
1000000,8,0.282319,0.100482,2.809641,0.351205,78498
1000000,8,0.280921,0.107871,2.604229,0.325529,78498
1000000,8,0.278112,0.106799,2.604081,0.325510,78498
1000000,8,0.282105,0.108367,2.603236,0.325405,78498
1000000,8,0.282350,0.105463,2.677243,0.334655,78498
1000000,8,0.282336,0.099798,2.829066,0.353633,78498
1000000,8,0.283394,0.108803,2.604663,0.325583,78498
1000000,8,0.282422,0.109357,2.582564,0.322821,78498
1000000,8,0.291868,0.108320,2.694491,0.336811,78498
1000000,8,0.281100,0.104222,2.697117,0.337140,78498
1000000,8,0.289544,0.109115,2.653556,0.331694,78498
1000000,8,0.282884,0.100728,2.808404,0.351051,78498
1000000,8,0.283517,0.107152,2.645935,0.330742,78498
1000000,8,0.283588,0.109294,2.594733,0.324342,78498
1000000,8,0.291580,0.104668,2.785769,0.348221,78498
1000000,8,0.283583,0.106977,2.650866,0.331358,78498
1000000,8,0.285024,0.103085,2.764943,0.345618,78498
1000000,8,0.281631,0.106784,2.637394,0.329674,78498
1000000,8,0.287475,0.099724,2.882708,0.360339,78498
1000000,8,0.282008,0.102300,2.756685,0.344586,78498
1000000,8,0.284961,0.105011,2.713624,0.339203,78498
1000000,8,0.288835,0.103571,2.788764,0.348596,78498
1000000,8,0.281527,0.104035,2.706071,0.338259,78498
1000000,8,0.283935,0.106848,2.657363,0.332170,78498
1000000,8,0.281161,0.105693,2.660160,0.332520,78498
1000000,8,0.284198,0.102484,2.773086,0.346636,78498
1000000,8,0.292794,0.103508,2.828702,0.353588,78498
1000000,8,0.282213,0.105584,2.672873,0.334109,78498
1000000,8,0.281060,0.103400,2.718178,0.339772,78498
1000000,8,0.282043,0.109966,2.564818,0.320602,78498
1000000,8,0.281130,0.101994,2.756333,0.344542,78498
1000000,8,0.283217,0.108831,2.602347,0.325293,78498
1000000,8,0.282848,0.111215,2.543241,0.317905,78498
1000000,8,0.277709,0.106634,2.604328,0.325541,78498
1000000,8,0.290720,0.102600,2.833522,0.354190,78498
1000000,8,0.281066,0.101485,2.769530,0.346191,78498
1000000,8,0.281072,0.103355,2.719479,0.339935,78498
1000000,8,0.282187,0.098829,2.855300,0.356912,78498
1000000,8,0.279832,0.107631,2.599927,0.324991,78498
1000000,8,0.284502,0.104231,2.729527,0.341191,78498
1000000,12,0.290618,0.112710,2.578468,0.214872,78498
1000000,12,0.281833,0.122067,2.308844,0.192404,78498
1000000,12,0.292470,0.114813,2.547365,0.212280,78498
1000000,12,0.282059,0.112354,2.510445,0.209204,78498
1000000,12,0.280413,0.121446,2.308945,0.192412,78498
1000000,12,0.283617,0.117639,2.410912,0.200909,78498
1000000,12,0.286977,0.122122,2.349910,0.195826,78498
1000000,12,0.280260,0.120601,2.323864,0.193655,78498
1000000,12,0.280867,0.113904,2.465821,0.205485,78498
1000000,12,0.282494,0.109643,2.576487,0.214707,78498
1000000,12,0.290315,0.124678,2.328520,0.194043,78498
1000000,12,0.276356,0.116060,2.381146,0.198429,78498
1000000,12,0.280855,0.115482,2.432034,0.202669,78498
1000000,12,0.283081,0.113388,2.496566,0.208047,78498
1000000,12,0.282520,0.125508,2.251020,0.187585,78498
1000000,12,0.282124,0.121287,2.326076,0.193840,78498
1000000,12,0.292172,0.117033,2.496494,0.208041,78498
1000000,12,0.284215,0.112660,2.522765,0.210230,78498
1000000,12,0.288282,0.124147,2.322110,0.193509,78498
1000000,12,0.292621,0.123698,2.365611,0.197134,78498
1000000,12,0.280384,0.121697,2.303956,0.191996,78498
1000000,12,0.289857,0.115731,2.504576,0.208715,78498
1000000,12,0.283078,0.114045,2.482148,0.206846,78498
1000000,12,0.283265,0.115603,2.450324,0.204194,78498
1000000,12,0.279747,0.113465,2.465486,0.205457,78498
1000000,12,0.282288,0.118066,2.390939,0.199245,78498
1000000,12,0.282786,0.118029,2.395909,0.199659,78498
1000000,12,0.281303,0.115745,2.430367,0.202531,78498
1000000,12,0.280243,0.112430,2.492596,0.207716,78498
1000000,12,0.280542,0.120032,2.337225,0.194769,78498
1000000,12,0.282051,0.125080,2.254975,0.187915,78498
1000000,12,0.284319,0.120430,2.360869,0.196739,78498
1000000,12,0.280134,0.120576,2.323288,0.193607,78498
1000000,12,0.282852,0.112168,2.521674,0.210140,78498
1000000,12,0.288800,0.117265,2.462784,0.205232,78498
1000000,12,0.282479,0.117741,2.399147,0.199929,78498
1000000,12,0.278577,0.119229,2.336480,0.194707,78498
1000000,12,0.283735,0.115468,2.457256,0.204771,78498
1000000,12,0.279133,0.117157,2.382559,0.198547,78498
1000000,12,0.279789,0.121103,2.310347,0.192529,78498
1000000,12,0.283259,0.115955,2.442823,0.203569,78498
1000000,12,0.282371,0.120239,2.348418,0.195701,78498
1000000,12,0.284683,0.123938,2.296969,0.191414,78498
1000000,12,0.281329,0.118106,2.382012,0.198501,78498
1000000,12,0.283451,0.118693,2.388094,0.199008,78498
1000000,12,0.289751,0.115197,2.515278,0.209607,78498
1000000,12,0.283394,0.113601,2.494634,0.207886,78498
1000000,12,0.286478,0.113555,2.522808,0.210234,78498
1000000,12,0.288535,0.121249,2.379682,0.198307,78498
1000000,12,0.283640,0.121094,2.342306,0.195192,78498
1000000,16,0.279942,0.116769,2.397395,0.149837,78498
1000000,16,0.285252,0.124435,2.292375,0.143273,78498
1000000,16,0.287531,0.122147,2.353983,0.147124,78498
1000000,16,0.286517,0.116929,2.450359,0.153147,78498
1000000,16,0.282730,0.118323,2.389485,0.149343,78498
1000000,16,0.284670,0.125127,2.275052,0.142191,78498
1000000,16,0.283909,0.118704,2.391745,0.149484,78498
1000000,16,0.290678,0.123203,2.359340,0.147459,78498
1000000,16,0.284003,0.119921,2.368242,0.148015,78498
1000000,16,0.283179,0.115975,2.441727,0.152608,78498
1000000,16,0.283569,0.125237,2.264263,0.141516,78498
1000000,16,0.284076,0.124856,2.275226,0.142202,78498
1000000,16,0.287309,0.126955,2.263083,0.141443,78498
1000000,16,0.281806,0.112894,2.496199,0.156012,78498
1000000,16,0.282363,0.116356,2.426705,0.151669,78498
1000000,16,0.284591,0.111709,2.547621,0.159226,78498
1000000,16,0.283121,0.111940,2.529217,0.158076,78498
1000000,16,0.292117,0.126183,2.315018,0.144689,78498
1000000,16,0.282387,0.122574,2.303810,0.143988,78498
1000000,16,0.289216,0.117867,2.453740,0.153359,78498
1000000,16,0.284707,0.118770,2.397124,0.149820,78498
1000000,16,0.286153,0.121758,2.350191,0.146887,78498
1000000,16,0.300061,0.120333,2.493594,0.155850,78498
1000000,16,0.289388,0.120812,2.395351,0.149709,78498
1000000,16,0.281733,0.112544,2.503316,0.156457,78498
1000000,16,0.295445,0.117207,2.520701,0.157544,78498
1000000,16,0.279459,0.121981,2.291000,0.143188,78498
1000000,16,0.280300,0.121567,2.305719,0.144107,78498
1000000,16,0.278882,0.121677,2.291986,0.143249,78498
1000000,16,0.282672,0.119874,2.358070,0.147379,78498
1000000,16,0.281725,0.113777,2.476108,0.154757,78498
1000000,16,0.283794,0.114068,2.487937,0.155496,78498
1000000,16,0.280018,0.126197,2.218906,0.138682,78498
1000000,16,0.280441,0.116594,2.405267,0.150329,78498
1000000,16,0.280232,0.122705,2.283788,0.142737,78498
1000000,16,0.280122,0.118680,2.360304,0.147519,78498
1000000,16,0.279922,0.126206,2.217969,0.138623,78498
1000000,16,0.277448,0.120364,2.305070,0.144067,78498
1000000,16,0.280173,0.117697,2.380472,0.148780,78498
1000000,16,0.283960,0.122086,2.325909,0.145369,78498
1000000,16,0.281946,0.126437,2.229928,0.139370,78498
1000000,16,0.281052,0.118313,2.375502,0.148469,78498
1000000,16,0.281481,0.121749,2.311983,0.144499,78498
1000000,16,0.281913,0.117745,2.394254,0.149641,78498
1000000,16,0.292444,0.119231,2.452752,0.153297,78498
1000000,16,0.280890,0.122934,2.284897,0.142806,78498
1000000,16,0.282350,0.118044,2.391915,0.149495,78498
1000000,16,0.284174,0.112204,2.532659,0.158291,78498
1000000,16,0.283131,0.117100,2.417863,0.151116,78498
1000000,16,0.293786,0.118329,2.482792,0.155175,78498
15000000,1,12.517816,12.417291,1.008096,1.008096,970704
15000000,1,12.393760,12.689281,0.976711,0.976711,970704
15000000,1,12.610246,12.878842,0.979144,0.979144,970704
15000000,1,12.737572,12.470485,1.021418,1.021418,970704
15000000,1,12.466754,12.462951,1.000305,1.000305,970704
15000000,1,12.743747,11.897019,1.071171,1.071171,970704
15000000,1,11.594869,11.783301,0.984009,0.984009,970704
15000000,1,11.861617,11.741568,1.010224,1.010224,970704
15000000,1,11.778950,11.561461,1.018812,1.018812,970704
15000000,1,11.772234,11.782679,0.999114,0.999114,970704
15000000,1,11.771417,11.552370,1.018961,1.018961,970704
15000000,1,11.778725,11.571471,1.017911,1.017911,970704
15000000,1,11.658095,11.574999,1.007179,1.007179,970704
15000000,1,11.772173,11.772898,0.999938,0.999938,970704
15000000,1,11.564173,11.559600,1.000396,1.000396,970704
15000000,1,11.664007,11.973863,0.974122,0.974122,970704
15000000,1,11.584724,11.775184,0.983825,0.983825,970704
15000000,1,11.852224,11.780629,1.006077,1.006077,970704
15000000,1,11.566036,11.574075,0.999305,0.999305,970704
15000000,1,11.569413,11.563100,1.000546,1.000546,970704
15000000,1,11.774865,11.568381,1.017849,1.017849,970704
15000000,1,11.783098,11.557687,1.019503,1.019503,970704
15000000,1,11.556597,11.780833,0.980966,0.980966,970704
15000000,1,11.683724,11.562058,1.010523,1.010523,970704
15000000,1,11.788295,11.565259,1.019285,1.019285,970704
15000000,1,11.774055,11.569684,1.017664,1.017664,970704
15000000,1,11.774770,11.773244,1.000130,1.000130,970704
15000000,1,11.555235,11.776428,0.981217,0.981217,970704
15000000,1,11.778310,11.779010,0.999941,0.999941,970704
15000000,1,11.778223,11.559386,1.018932,1.018932,970704
15000000,1,11.561012,11.765091,0.982654,0.982654,970704
15000000,1,11.769566,11.777547,0.999322,0.999322,970704
15000000,1,11.767603,11.555240,1.018378,1.018378,970704
15000000,1,11.550336,11.576726,0.997720,0.997720,970704
15000000,1,11.772704,11.566864,1.017796,1.017796,970704
15000000,1,11.781851,11.578609,1.017553,1.017553,970704
15000000,1,11.565690,11.776667,0.982085,0.982085,970704
15000000,1,11.575824,11.789440,0.981881,0.981881,970704
15000000,1,11.565311,11.780005,0.981775,0.981775,970704
15000000,1,11.579698,11.772245,0.983644,0.983644,970704
15000000,1,11.777878,11.778159,0.999976,0.999976,970704
15000000,1,11.772502,11.774120,0.999863,0.999863,970704
15000000,1,11.766691,11.579951,1.016126,1.016126,970704
15000000,1,11.623291,11.776476,0.986992,0.986992,970704
15000000,1,11.774438,11.565335,1.018080,1.018080,970704
15000000,1,11.766607,11.772888,0.999466,0.999466,970704
15000000,1,11.783921,11.786855,0.999751,0.999751,970704
15000000,1,11.778644,11.605189,1.014946,1.014946,970704
15000000,1,11.977055,11.787019,1.016122,1.016122,970704
15000000,1,11.782447,11.579627,1.017515,1.017515,970704
15000000,2,11.583752,6.171769,1.876893,0.938447,970704
15000000,2,11.612966,6.057261,1.917197,0.958599,970704
15000000,2,11.588438,6.113460,1.895561,0.947781,970704
15000000,2,11.585725,6.072598,1.907870,0.953935,970704
15000000,2,11.778850,6.015914,1.957948,0.978974,970704
15000000,2,11.591177,6.209093,1.866807,0.933403,970704
15000000,2,11.595802,6.085854,1.905370,0.952685,970704
15000000,2,11.784763,6.031618,1.953831,0.976916,970704
15000000,2,11.793175,6.052399,1.948513,0.974256,970704
15000000,2,11.627573,6.119575,1.900062,0.950031,970704
15000000,2,11.615358,6.122922,1.897029,0.948514,970704
15000000,2,11.702538,6.138678,1.906361,0.953181,970704
15000000,2,11.578547,6.213076,1.863577,0.931789,970704
15000000,2,11.646580,6.121808,1.902474,0.951237,970704
15000000,2,11.556647,6.095334,1.895983,0.947991,970704
15000000,2,11.569378,6.116985,1.891353,0.945676,970704
15000000,2,11.774584,6.094292,1.932068,0.966034,970704
15000000,2,11.768571,6.111692,1.925583,0.962792,970704
15000000,2,11.772091,6.087812,1.933715,0.966857,970704
15000000,2,11.772902,6.092487,1.932364,0.966182,970704
15000000,2,11.774893,6.191832,1.901682,0.950841,970704
15000000,2,11.571044,6.088834,1.900371,0.950185,970704
15000000,2,11.611728,6.120427,1.897209,0.948604,970704
15000000,2,11.567642,6.179927,1.871809,0.935904,970704
15000000,2,11.770617,6.117133,1.924205,0.962102,970704
15000000,2,11.567252,6.077989,1.903138,0.951569,970704
15000000,2,11.776033,6.104416,1.929101,0.964550,970704
15000000,2,11.779561,6.220394,1.893700,0.946850,970704
15000000,2,11.800133,6.106055,1.932530,0.966265,970704
15000000,2,11.566513,6.098921,1.896485,0.948243,970704
15000000,2,11.779587,5.971423,1.972660,0.986330,970704
15000000,2,11.565649,6.099671,1.896110,0.948055,970704
15000000,2,11.776647,6.106915,1.928412,0.964206,970704
15000000,2,11.765087,6.095080,1.930260,0.965130,970704
15000000,2,11.780219,6.108114,1.928618,0.964309,970704
15000000,2,11.575784,6.035704,1.917885,0.958942,970704
15000000,2,11.772219,6.076180,1.937437,0.968719,970704
15000000,2,11.772526,6.093159,1.932089,0.966045,970704
15000000,2,11.614064,6.091079,1.906733,0.953367,970704
15000000,2,11.785972,6.105524,1.930378,0.965189,970704
15000000,2,11.772037,6.106921,1.927655,0.963827,970704
15000000,2,11.776260,6.101974,1.929910,0.964955,970704
15000000,2,11.803884,6.093164,1.937234,0.968617,970704
15000000,2,11.780076,6.036097,1.951605,0.975802,970704
15000000,2,11.560803,6.061467,1.907262,0.953631,970704
15000000,2,11.567067,6.082036,1.901841,0.950921,970704
15000000,2,11.561781,6.078173,1.902180,0.951090,970704
15000000,2,11.568907,6.092983,1.898726,0.949363,970704
15000000,2,11.774148,6.087053,1.934294,0.967147,970704
15000000,2,11.561076,6.207413,1.862463,0.931231,970704
15000000,4,11.569298,3.259004,3.549949,0.887487,970704
15000000,4,11.781487,3.214908,3.664642,0.916161,970704
15000000,4,11.777170,3.285197,3.584921,0.896230,970704
15000000,4,11.559819,3.240282,3.567535,0.891884,970704
15000000,4,11.564147,3.247088,3.561390,0.890348,970704
15000000,4,11.765084,3.247319,3.623014,0.905754,970704
15000000,4,11.567868,3.232320,3.578813,0.894703,970704
15000000,4,11.555238,3.274605,3.528743,0.882186,970704
15000000,4,11.776848,3.260251,3.612252,0.903063,970704
15000000,4,11.778954,3.220896,3.657042,0.914261,970704
15000000,4,11.561929,3.253558,3.553627,0.888407,970704
15000000,4,11.597558,3.276438,3.539685,0.884921,970704
15000000,4,11.768289,3.255733,3.614636,0.903659,970704
15000000,4,11.773556,3.261875,3.609444,0.902361,970704
15000000,4,11.570264,3.245513,3.565003,0.891251,970704
15000000,4,11.562551,3.229019,3.580825,0.895206,970704
15000000,4,11.767849,3.264949,3.604298,0.901074,970704
15000000,4,11.772441,3.259332,3.611918,0.902980,970704
15000000,4,11.560067,3.264364,3.541292,0.885323,970704
15000000,4,11.563458,3.254487,3.553082,0.888270,970704
15000000,4,11.561511,3.255232,3.551671,0.887918,970704
15000000,4,11.777901,3.255742,3.617578,0.904395,970704
15000000,4,11.774418,3.253218,3.619314,0.904829,970704
15000000,4,11.774568,3.244826,3.628720,0.907180,970704
15000000,4,11.770253,3.265864,3.604025,0.901006,970704
15000000,4,11.573571,3.276258,3.532558,0.883139,970704
15000000,4,11.771143,3.261090,3.609574,0.902393,970704
15000000,4,11.771883,3.263038,3.607645,0.901911,970704
15000000,4,11.769264,3.282094,3.585901,0.896475,970704
15000000,4,11.775375,3.269243,3.601866,0.900467,970704
15000000,4,11.663612,3.234544,3.605952,0.901488,970704
15000000,4,11.775338,3.259300,3.612842,0.903211,970704
15000000,4,11.797702,3.271216,3.606519,0.901630,970704
15000000,4,11.774609,3.257858,3.614218,0.903554,970704
15000000,4,11.792414,3.279282,3.596035,0.899009,970704
15000000,4,11.578936,3.232730,3.581783,0.895446,970704
15000000,4,11.777701,3.252609,3.621002,0.905250,970704
15000000,4,11.777653,3.234573,3.641177,0.910294,970704
15000000,4,11.779370,3.264493,3.608330,0.902083,970704
15000000,4,11.773206,3.283540,3.585522,0.896380,970704
15000000,4,11.774565,3.262751,3.608784,0.902196,970704
15000000,4,11.772980,3.258547,3.612954,0.903239,970704
15000000,4,11.776716,3.269130,3.602401,0.900600,970704
15000000,4,11.572817,3.288876,3.518775,0.879694,970704
15000000,4,11.573138,3.248308,3.562820,0.890705,970704
15000000,4,11.778619,3.274681,3.596875,0.899219,970704
15000000,4,11.675136,3.251812,3.590348,0.897587,970704
15000000,4,11.774222,3.272459,3.597974,0.899494,970704
15000000,4,11.769196,3.268774,3.600492,0.900123,970704
15000000,4,11.580192,3.275012,3.535923,0.883981,970704
15000000,8,11.567971,2.289256,5.053157,0.631645,970704
15000000,8,11.773604,2.325368,5.063115,0.632889,970704
15000000,8,11.971179,2.276389,5.258845,0.657356,970704
15000000,8,11.818724,2.300211,5.138105,0.642263,970704
15000000,8,11.819596,2.288240,5.165366,0.645671,970704
15000000,8,11.749679,2.280719,5.151744,0.643968,970704
15000000,8,11.844545,2.298320,5.153567,0.644196,970704
15000000,8,11.672850,2.290175,5.096926,0.637116,970704
15000000,8,11.644410,2.271112,5.127185,0.640898,970704
15000000,8,11.770264,2.303531,5.109661,0.638708,970704
15000000,8,11.773066,2.269628,5.187222,0.648403,970704
15000000,8,11.664769,2.289321,5.095297,0.636912,970704
15000000,8,11.771082,2.268800,5.188242,0.648530,970704
15000000,8,11.770257,2.293882,5.131152,0.641394,970704
15000000,8,11.560242,2.290646,5.046716,0.630840,970704
15000000,8,11.561378,2.251521,5.134919,0.641865,970704
15000000,8,11.621416,2.274906,5.108525,0.638566,970704
15000000,8,11.774970,2.296371,5.127643,0.640955,970704
15000000,8,11.767398,2.280603,5.159775,0.644972,970704
15000000,8,11.569630,2.277025,5.081029,0.635129,970704
15000000,8,11.765775,2.274913,5.171968,0.646496,970704
15000000,8,11.598464,2.274228,5.099956,0.637494,970704
15000000,8,11.601959,2.295668,5.053848,0.631731,970704
15000000,8,11.771901,2.271703,5.181971,0.647746,970704
15000000,8,11.954543,2.324456,5.142942,0.642868,970704
15000000,8,11.794974,2.290861,5.148708,0.643588,970704
15000000,8,11.780244,2.296801,5.128978,0.641122,970704
15000000,8,11.624219,2.275651,5.108085,0.638511,970704
15000000,8,11.772649,2.268988,5.188502,0.648563,970704
15000000,8,11.778798,2.281325,5.163139,0.645392,970704
15000000,8,11.772550,2.303430,5.110879,0.638860,970704
15000000,8,11.778511,2.262577,5.205794,0.650724,970704
15000000,8,11.776250,2.287433,5.148239,0.643530,970704
15000000,8,11.781470,2.266017,5.199197,0.649900,970704
15000000,8,12.168080,2.726391,4.463073,0.557884,970704
15000000,8,13.881095,2.375884,5.842497,0.730312,970704
15000000,8,12.698473,2.368021,5.362482,0.670310,970704
15000000,8,12.108472,2.302734,5.258303,0.657288,970704
15000000,8,11.841195,2.314691,5.115669,0.639459,970704
15000000,8,11.872901,2.265113,5.241638,0.655205,970704
15000000,8,11.750360,2.281257,5.150827,0.643853,970704
15000000,8,11.802578,2.291095,5.151502,0.643938,970704
15000000,8,11.814316,2.257071,5.234358,0.654295,970704
15000000,8,11.791605,2.262158,5.212548,0.651568,970704
15000000,8,11.688815,2.263158,5.164824,0.645603,970704
15000000,8,11.793244,2.287893,5.154632,0.644329,970704
15000000,8,11.787056,2.324183,5.071484,0.633935,970704
15000000,8,12.542597,2.366477,5.300113,0.662514,970704
15000000,8,12.505752,2.399038,5.212820,0.651602,970704
15000000,8,12.337598,2.294432,5.377191,0.672149,970704
15000000,12,12.352120,2.175434,5.678001,0.473167,970704
15000000,12,12.272170,2.165601,5.666866,0.472239,970704
15000000,12,12.334729,2.126684,5.799983,0.483332,970704
15000000,12,12.675944,2.174226,5.830094,0.485841,970704
15000000,12,12.284513,2.160145,5.686892,0.473908,970704
15000000,12,13.041891,2.145284,6.079332,0.506611,970704
15000000,12,12.501039,2.282261,5.477480,0.456457,970704
15000000,12,12.806164,2.208598,5.798323,0.483194,970704
15000000,12,12.490641,2.128311,5.868805,0.489067,970704
15000000,12,12.636270,2.201969,5.738622,0.478219,970704
15000000,12,12.980091,2.187064,5.934938,0.494578,970704
15000000,12,12.105174,2.352009,5.146737,0.428895,970704
15000000,12,12.269899,2.155652,5.691968,0.474331,970704
15000000,12,12.228628,2.175040,5.622254,0.468521,970704
15000000,12,12.744863,2.234282,5.704231,0.475353,970704
15000000,12,12.369788,2.108535,5.866531,0.488878,970704
15000000,12,11.952693,2.113430,5.655590,0.471299,970704
15000000,12,11.920927,2.116485,5.632417,0.469368,970704
15000000,12,11.751739,2.142753,5.484411,0.457034,970704
15000000,12,12.086906,2.157349,5.602667,0.466889,970704
15000000,12,12.159415,2.087894,5.823771,0.485314,970704
15000000,12,12.008447,2.104645,5.705688,0.475474,970704
15000000,12,11.705109,2.099446,5.575333,0.464611,970704
15000000,12,12.443008,2.122923,5.861263,0.488439,970704
15000000,12,11.848165,2.108336,5.619677,0.468306,970704
15000000,12,11.708093,2.094322,5.590397,0.465866,970704
15000000,12,11.995618,2.109135,5.687460,0.473955,970704
15000000,12,12.059876,2.123323,5.679718,0.473310,970704
15000000,12,11.783216,2.103405,5.601973,0.466831,970704
15000000,12,11.999709,2.124566,5.648076,0.470673,970704
15000000,12,11.687711,2.102739,5.558328,0.463194,970704
15000000,12,11.612951,2.090111,5.556141,0.463012,970704
15000000,12,11.707124,2.143588,5.461461,0.455122,970704
15000000,12,11.636817,2.128859,5.466221,0.455518,970704
15000000,12,11.814441,2.118854,5.575863,0.464655,970704
15000000,12,11.894778,2.131362,5.580835,0.465070,970704
15000000,12,12.556950,2.142841,5.859955,0.488330,970704
15000000,12,12.460073,2.190727,5.687643,0.473970,970704
15000000,12,12.409987,2.116865,5.862437,0.488536,970704
15000000,12,12.311977,2.124865,5.794241,0.482853,970704
15000000,12,12.406700,2.116425,5.862102,0.488509,970704
15000000,12,11.864186,2.120939,5.593837,0.466153,970704
15000000,12,12.067818,2.116723,5.701178,0.475098,970704
15000000,12,11.663660,2.120076,5.501528,0.458461,970704
15000000,12,12.023016,2.105557,5.710135,0.475845,970704
15000000,12,11.815175,2.135874,5.531775,0.460981,970704
15000000,12,11.913268,2.131959,5.587943,0.465662,970704
15000000,12,11.824767,2.130927,5.549119,0.462427,970704
15000000,12,11.812380,2.084878,5.665741,0.472145,970704
15000000,12,11.833918,2.113100,5.600264,0.466689,970704
15000000,16,11.890863,2.106412,5.645078,0.352817,970704
15000000,16,11.852284,2.108825,5.620326,0.351270,970704
15000000,16,11.892816,2.139348,5.559084,0.347443,970704
15000000,16,11.808061,2.121285,5.566465,0.347904,970704
15000000,16,11.851400,2.087306,5.677846,0.354865,970704
15000000,16,11.834774,2.139363,5.531914,0.345745,970704
15000000,16,11.873244,2.094008,5.670104,0.354382,970704
15000000,16,11.815846,2.122278,5.567531,0.347971,970704
15000000,16,11.901854,2.118296,5.618599,0.351162,970704
15000000,16,11.843234,2.088913,5.669569,0.354348,970704
15000000,16,11.800384,2.140191,5.513705,0.344607,970704
15000000,16,11.631486,2.136395,5.444446,0.340278,970704
15000000,16,12.138317,2.154569,5.633756,0.352110,970704
15000000,16,12.126669,2.126779,5.701893,0.356368,970704
15000000,16,11.674992,2.090511,5.584756,0.349047,970704
15000000,16,11.841040,2.106381,5.621510,0.351344,970704
15000000,16,11.666411,2.160739,5.399269,0.337454,970704
15000000,16,11.834928,2.150769,5.502650,0.343916,970704
15000000,16,11.670630,2.145761,5.438924,0.339933,970704
15000000,16,11.782701,2.104782,5.598061,0.349879,970704
15000000,16,11.868102,2.129098,5.574239,0.348390,970704
15000000,16,11.837478,2.106333,5.619945,0.351247,970704
15000000,16,11.788574,2.093597,5.630775,0.351923,970704
15000000,16,11.782355,2.131605,5.527458,0.345466,970704
15000000,16,11.791668,2.129688,5.536805,0.346050,970704
